src,irsstub,incrange,variable,value,table_description,column_description
18in12ms.xls,19,"$10,000,000 or more",V,17541,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,0,"All returns, total",W,1061195968,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,1,No adjusted gross income (includes deficits),W,0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,2,"$1 under $5,000",W,99423,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,3,"$5,000 under $10,000",W,194,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,4,"$10,000 under $15,000",W,301,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,5,"$15,000 under $20,000",W,376,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,6,"$20,000 under $25,000",W,148988,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,7,"$25,000 under $30,000",W,136622,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,8,"$30,000 under $40,000",W,1296113,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,9,"$40,000 under $50,000",W,3067544,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,10,"$50,000 under $75,000",W,21554940,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,11,"$75,000 under $100,000",W,41620789,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,12,"$100,000 under $200,000",W,225004306,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,13,"$200,000 under $500,000",W,264124046,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,14,"$500,000 under $1,000,000",W,142037945,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,15,"$1,000,000 under $1,500,000",W,61724599,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,16,"$1,500,000 under $2,000,000",W,37378457,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,17,"$2,000,000 under $5,000,000",W,93007168,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,18,"$5,000,000 under $10,000,000",W,51485016,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,19,"$10,000,000 or more",W,118509139,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,0,"All returns, total",X,41823170,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,1,No adjusted gross income (includes deficits),X,2087,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,2,"$1 under $5,000",X,5,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,3,"$5,000 under $10,000",X,10,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,4,"$10,000 under $15,000",X,5,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,5,"$15,000 under $20,000",X,53,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,6,"$20,000 under $25,000",X,54055,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,7,"$25,000 under $30,000",X,555956,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,8,"$30,000 under $40,000",X,1545964,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,9,"$40,000 under $50,000",X,1829978,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,10,"$50,000 under $75,000",X,6752134,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,11,"$75,000 under $100,000",X,7721881,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,12,"$100,000 under $200,000",X,16125324,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,13,"$200,000 under $500,000",X,5845797,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,14,"$500,000 under $1,000,000",X,940101,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,15,"$1,000,000 under $1,500,000",X,203319,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,16,"$1,500,000 under $2,000,000",X,82733,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,17,"$2,000,000 under $5,000,000",X,117742,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,18,"$5,000,000 under $10,000,000",X,28438,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,19,"$10,000,000 or more",X,17587,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,0,"All returns, total",Y,1083019320,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,1,No adjusted gross income (includes deficits),Y,99805,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,2,"$1 under $5,000",Y,125,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,3,"$5,000 under $10,000",Y,194,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,4,"$10,000 under $15,000",Y,301,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,5,"$15,000 under $20,000",Y,378,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,6,"$20,000 under $25,000",Y,148988,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,7,"$25,000 under $30,000",Y,136622,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,8,"$30,000 under $40,000",Y,1296113,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,9,"$40,000 under $50,000",Y,3067544,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,10,"$50,000 under $75,000",Y,21555166,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,11,"$75,000 under $100,000",Y,41621342,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,12,"$100,000 under $200,000",Y,225005709,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,13,"$200,000 under $500,000",Y,266809054,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,14,"$500,000 under $1,000,000",Y,145442827,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,15,"$1,000,000 under $1,500,000",Y,63486195,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,16,"$1,500,000 under $2,000,000",Y,38500601,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,17,"$2,000,000 under $5,000,000",Y,96222348,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,18,"$5,000,000 under $10,000,000",Y,53572896,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,19,"$10,000,000 or more",Y,126053113,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,0,"All returns, total",nret_mfs,3292834,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately
18in12ms.xls,1,No adjusted gross income (includes deficits),nret_mfs,90478,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately
18in12ms.xls,2,"$1 under $5,000",nret_mfs,113219,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately
18in12ms.xls,3,"$5,000 under $10,000",nret_mfs,137369,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately
18in12ms.xls,4,"$10,000 under $15,000",nret_mfs,159039,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately
18in12ms.xls,5,"$15,000 under $20,000",nret_mfs,165494,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately
18in12ms.xls,6,"$20,000 under $25,000",nret_mfs,209202,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately
18in12ms.xls,7,"$25,000 under $30,000",nret_mfs,223247,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately
18in12ms.xls,8,"$30,000 under $40,000",nret_mfs,487346,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately
18in12ms.xls,9,"$40,000 under $50,000",nret_mfs,377502,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately
18in12ms.xls,10,"$50,000 under $75,000",nret_mfs,681682,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately
18in12ms.xls,11,"$75,000 under $100,000",nret_mfs,279276,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately
18in12ms.xls,12,"$100,000 under $200,000",nret_mfs,289938,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately
18in12ms.xls,13,"$200,000 under $500,000",nret_mfs,56023,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately
18in12ms.xls,14,"$500,000 under $1,000,000",nret_mfs,11793,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately
18in12ms.xls,15,"$1,000,000 under $1,500,000",nret_mfs,3879,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately
18in12ms.xls,16,"$1,500,000 under $2,000,000",nret_mfs,1862,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately
18in12ms.xls,17,"$2,000,000 under $5,000,000",nret_mfs,3406,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately
18in12ms.xls,18,"$5,000,000 under $10,000,000",nret_mfs,1102,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately
18in12ms.xls,19,"$10,000,000 or more",nret_mfs,977,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately
18in12ms.xls,0,"All returns, total",agi_mfs,231262890,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing separately"
18in12ms.xls,1,No adjusted gross income (includes deficits),agi_mfs,-13371884,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing separately"
18in12ms.xls,2,"$1 under $5,000",agi_mfs,251527,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing separately"
18in12ms.xls,3,"$5,000 under $10,000",agi_mfs,1081547,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing separately"
18in12ms.xls,4,"$10,000 under $15,000",agi_mfs,1979941,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing separately"
18in12ms.xls,5,"$15,000 under $20,000",agi_mfs,2890046,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing separately"
18in12ms.xls,6,"$20,000 under $25,000",agi_mfs,4723665,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing separately"
18in12ms.xls,7,"$25,000 under $30,000",agi_mfs,6154318,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing separately"
18in12ms.xls,8,"$30,000 under $40,000",agi_mfs,17054493,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing separately"
18in12ms.xls,9,"$40,000 under $50,000",agi_mfs,16960630,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing separately"
18in12ms.xls,10,"$50,000 under $75,000",agi_mfs,41561046,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing separately"
18in12ms.xls,11,"$75,000 under $100,000",agi_mfs,24163040,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing separately"
18in12ms.xls,12,"$100,000 under $200,000",agi_mfs,37733594,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing separately"
18in12ms.xls,13,"$200,000 under $500,000",agi_mfs,16000591,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing separately"
18in12ms.xls,14,"$500,000 under $1,000,000",agi_mfs,8194727,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing separately"
18in12ms.xls,15,"$1,000,000 under $1,500,000",agi_mfs,4738826,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing separately"
18in12ms.xls,16,"$1,500,000 under $2,000,000",agi_mfs,3233901,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing separately"
18in12ms.xls,17,"$2,000,000 under $5,000,000",agi_mfs,10454065,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing separately"
18in12ms.xls,18,"$5,000,000 under $10,000,000",agi_mfs,7561177,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing separately"
18in12ms.xls,19,"$10,000,000 or more",agi_mfs,39897639,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing separately"
18in12ms.xls,0,"All returns, total",AB,557493,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,1,No adjusted gross income (includes deficits),AB,0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,2,"$1 under $5,000",AB,5228,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,3,"$5,000 under $10,000",AB,4486,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,4,"$10,000 under $15,000",AB,11298,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,5,"$15,000 under $20,000",AB,7783,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,6,"$20,000 under $25,000",AB,13678,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,7,"$25,000 under $30,000",AB,12494,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,8,"$30,000 under $40,000",AB,41692,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,9,"$40,000 under $50,000",AB,51051,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,10,"$50,000 under $75,000",AB,138640,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,11,"$75,000 under $100,000",AB,93059,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,12,"$100,000 under $200,000",AB,128572,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,13,"$200,000 under $500,000",AB,32635,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,14,"$500,000 under $1,000,000",AB,7802,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,15,"$1,000,000 under $1,500,000",AB,2866,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,16,"$1,500,000 under $2,000,000",AB,1452,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,17,"$2,000,000 under $5,000,000",AB,2844,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,18,"$5,000,000 under $10,000,000",AB,995,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,19,"$10,000,000 or more",AB,917,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,0,"All returns, total",AC,16767250,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,1,No adjusted gross income (includes deficits),AC,0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,2,"$1 under $5,000",AC,125231,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,3,"$5,000 under $10,000",AC,32779,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,4,"$10,000 under $15,000",AC,118206,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,5,"$15,000 under $20,000",AC,95509,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,6,"$20,000 under $25,000",AC,206111,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,7,"$25,000 under $30,000",AC,175933,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,8,"$30,000 under $40,000",AC,560287,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,9,"$40,000 under $50,000",AC,672256,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,10,"$50,000 under $75,000",AC,2301910,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,11,"$75,000 under $100,000",AC,1694746,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,12,"$100,000 under $200,000",AC,2696490,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,13,"$200,000 under $500,000",AC,1061802,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,14,"$500,000 under $1,000,000",AC,526943,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,15,"$1,000,000 under $1,500,000",AC,291113,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,16,"$1,500,000 under $2,000,000",AC,197606,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,17,"$2,000,000 under $5,000,000",AC,718764,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,18,"$5,000,000 under $10,000,000",AC,611189,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,19,"$10,000,000 or more",AC,4680377,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,0,"All returns, total",AD,2640614,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,1,No adjusted gross income (includes deficits),AD,0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,2,"$1 under $5,000",AD,107433,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,3,"$5,000 under $10,000",AD,131871,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,4,"$10,000 under $15,000",AD,147741,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
18in12ms.xls,5,"$15,000 under $20,000",AD,157229,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",
